01-23-2025 05:12:39 PM,864180,0.00000,0,1372.10000,3.72000
01-23-2025 05:12:44 PM,864234,0.00000,0,1372.10000,3.72000
01-23-2025 05:12:49 PM,864282,0.00000,0,1372.10000,3.72000
01-23-2025 05:15:11 PM,865701,0.00000,0,1372.10000,3.72000
01-23-2025 05:15:16 PM,865750,0.00000,0,1372.10000,3.72000
01-23-2025 05:17:59 PM,867378,0.00000,0,1372.10000,3.72000
01-23-2025 05:18:04 PM,867432,0.00000,0,1372.10000,3.72000
01-23-2025 05:18:09 PM,867480,0.00000,0,1372.10000,3.72000
01-23-2025 05:20:31 PM,868897,0.00000,0,1372.10000,3.72000
01-23-2025 05:20:35 PM,868946,0.00000,0,1372.10000,3.72000
01-23-2025 05:23:18 PM,870577,0.00000,0,1372.10000,3.71000
01-23-2025 05:23:24 PM,870630,0.00000,0,1372.10000,3.71000
01-23-2025 05:23:29 PM,870678,0.00000,0,1372.10000,3.71000
01-23-2025 05:25:50 PM,872095,0.00000,0,1372.10000,3.71000
01-23-2025 05:25:55 PM,872143,0.00000,0,1372.10000,3.71000
01-23-2025 05:28:38 PM,873773,0.00000,0,1372.10000,3.71000
01-23-2025 05:28:43 PM,873827,0.00000,0,1372.10000,3.71000
01-23-2025 05:28:48 PM,873875,0.00000,0,1372.10000,3.71000
01-23-2025 05:31:10 PM,875292,0.00000,0,1372.10000,3.71000
01-23-2025 05:31:15 PM,875341,0.00000,0,1372.10000,3.71000
01-23-2025 05:33:58 PM,876971,0.00000,0,1372.10000,3.72000
01-23-2025 05:34:03 PM,877025,0.00000,0,1372.10000,3.72000
01-23-2025 05:34:08 PM,877073,0.00000,0,1372.10000,3.72000
01-23-2025 05:36:30 PM,878490,0.00000,0,1372.10000,3.72000
01-23-2025 05:36:35 PM,878539,0.00000,0,1372.10000,3.72000
01-23-2025 05:39:18 PM,880170,0.00000,0,1372.10000,3.72000
01-23-2025 05:39:23 PM,880223,0.00000,0,1372.10000,3.72000
01-23-2025 05:39:28 PM,880271,0.00000,0,1372.10000,3.72000
01-23-2025 05:41:50 PM,881687,0.00000,0,1372.10000,3.71000
01-23-2025 05:41:54 PM,881736,0.00000,0,1372.10000,3.71000
01-23-2025 05:44:38 PM,883368,0.00000,0,1372.10000,3.72000
01-23-2025 05:44:43 PM,883421,0.00000,0,1372.10000,3.72000
01-23-2025 05:44:48 PM,883469,0.00000,0,1372.10000,3.72000
