01-23-2025 05:12:34 PM,864132,0.00000,0,1372.10000,3.73000
01-23-2025 05:15:01 PM,865600,0.00000,0,1372.10000,3.73000
01-23-2025 05:15:06 PM,865648,0.00000,0,1372.10000,3.73000
01-23-2025 05:17:54 PM,867330,0.00000,0,1372.10000,3.73000
01-23-2025 05:20:20 PM,868796,0.00000,0,1372.10000,3.73000
01-23-2025 05:20:25 PM,868844,0.00000,0,1372.10000,3.73000
01-23-2025 05:23:14 PM,870528,0.00000,0,1372.10000,3.73000
01-23-2025 05:25:40 PM,871994,0.00000,0,1372.10000,3.73000
01-23-2025 05:25:45 PM,872042,0.00000,0,1372.10000,3.73000
01-23-2025 05:28:33 PM,873725,0.00000,0,1372.10000,3.73000
01-23-2025 05:31:00 PM,875191,0.00000,0,1372.10000,3.73000
01-23-2025 05:31:05 PM,875239,0.00000,0,1372.10000,3.73000
01-23-2025 05:33:53 PM,876923,0.00000,0,1372.10000,3.73000
01-23-2025 05:36:20 PM,878389,0.00000,0,1372.10000,3.73000
01-23-2025 05:36:25 PM,878438,0.00000,0,1372.10000,3.73000
01-23-2025 05:39:13 PM,880121,0.00000,0,1372.10000,3.73000
01-23-2025 05:41:39 PM,881586,0.00000,0,1372.10000,3.73000
01-23-2025 05:41:44 PM,881634,0.00000,0,1372.10000,3.73000
01-23-2025 05:44:33 PM,883319,0.00000,0,1372.10000,3.73000
