Time (mm-dd-yyyy H:M:S),Time (.1s Delta),Wheatstone Voltage (V),Range,Log Amp Voltage,Battery Voltage
01-22-2025 05:41:46 PM,17655,0.00000,0,1372.10000,3.74000
01-22-2025 05:41:52 PM,17708,0.00000,0,1372.10000,3.74000
01-22-2025 05:41:56 PM,17756,0.00000,0,1372.10000,3.74000
01-22-2025 05:46:38 PM,20574,0.00000,0,1372.10000,3.74000
01-22-2025 05:46:43 PM,20623,0.00000,0,1372.10000,3.74000
01-22-2025 05:46:48 PM,20675,0.00000,0,1372.10000,3.74000
01-22-2025 05:46:53 PM,20727,0.00000,0,1372.10000,3.74000
01-22-2025 05:49:32 PM,22308,0.00000,0,1372.10000,3.74000
01-22-2025 05:49:36 PM,22357,0.00000,0,1372.10000,3.74000
01-22-2025 05:49:42 PM,22410,0.00000,0,1372.10000,3.74000
01-22-2025 05:49:47 PM,22458,0.00000,0,1372.10000,3.74000
01-22-2025 05:54:29 PM,25277,0.00000,0,1372.10000,3.74000
01-22-2025 05:54:33 PM,25326,0.00000,0,1372.10000,3.74000
01-22-2025 05:54:39 PM,25379,0.00000,0,1372.10000,3.74000
01-22-2025 05:54:44 PM,25427,0.00000,0,1372.10000,3.74000
01-22-2025 05:57:22 PM,27012,0.00000,0,1372.10000,3.74000
01-22-2025 05:57:27 PM,27060,0.00000,0,1372.10000,3.74000
01-22-2025 05:57:32 PM,27114,0.00000,0,1372.10000,3.74000
01-22-2025 05:57:37 PM,27162,0.00000,0,1372.10000,3.74000
01-22-2025 06:02:19 PM,29978,0.00000,0,1372.10000,3.74000
01-22-2025 06:02:23 PM,30026,0.00000,0,1372.10000,3.74000
01-22-2025 06:02:29 PM,30079,0.00000,0,1372.10000,3.74000
01-22-2025 06:02:34 PM,30127,0.00000,0,1372.10000,3.74000
01-22-2025 06:05:12 PM,31714,0.00000,0,1372.10000,3.74000
01-22-2025 06:05:17 PM,31763,0.00000,0,1372.10000,3.74000
01-22-2025 06:05:22 PM,31816,0.00000,0,1372.10000,3.74000
01-22-2025 06:05:27 PM,31864,0.00000,0,1372.10000,3.74000
01-22-2025 06:10:09 PM,34680,0.00000,0,1372.10000,3.74000
01-22-2025 06:10:14 PM,34728,0.00000,0,1372.10000,3.74000
01-22-2025 06:10:19 PM,34781,0.00000,0,1372.10000,3.74000
01-22-2025 06:10:24 PM,34830,0.00000,0,1372.10000,3.74000
01-22-2025 06:10:29 PM,34883,0.00000,0,1372.10000,3.74000
01-22-2025 06:15:25 PM,37846,0.00000,0,1372.10000,3.74000
01-22-2025 06:18:16 PM,39553,0.00000,0,1372.10000,3.74000
01-22-2025 06:21:07 PM,41259,0.00000,0,1372.10000,3.74000
01-22-2025 06:21:12 PM,41312,0.00000,0,1372.10000,3.74000
01-22-2025 06:21:17 PM,41360,0.00000,0,1372.10000,3.74000
01-22-2025 06:21:22 PM,41413,0.00000,0,1372.10000,3.74000
01-22-2025 06:21:27 PM,41462,0.00000,0,1372.10000,3.74000
01-22-2025 06:24:06 PM,43050,0.00000,0,1372.10000,3.74000
01-22-2025 06:24:11 PM,43098,0.00000,0,1372.10000,3.74000
01-22-2025 06:24:16 PM,43151,0.00000,0,1372.10000,3.74000
01-22-2025 06:24:21 PM,43200,0.00000,0,1372.10000,3.74000
01-22-2025 06:29:19 PM,46179,0.00000,0,1372.10000,3.74000
01-22-2025 06:32:09 PM,47885,0.00000,0,1372.10000,3.74000
01-22-2025 06:35:00 PM,49591,0.00000,0,1372.10000,3.74000
01-22-2025 06:37:51 PM,51297,0.00000,0,1372.10000,3.74000
01-22-2025 06:40:41 PM,53006,0.00000,0,1372.10000,3.74000
01-22-2025 06:43:32 PM,54709,0.00000,0,1372.10000,3.74000
01-22-2025 06:46:07 PM,56262,0.00000,0,1372.10000,3.74000
01-22-2025 06:46:12 PM,56310,0.00000,0,1372.10000,3.74000
01-22-2025 06:46:17 PM,56363,0.00000,0,1372.10000,3.74000
01-22-2025 06:46:22 PM,56412,0.00000,0,1372.10000,3.74000
01-22-2025 06:48:56 PM,57950,0.00000,0,1372.10000,3.74000
01-22-2025 06:49:01 PM,57998,0.00000,0,1372.10000,3.74000
01-22-2025 06:49:06 PM,58051,0.00000,0,1372.10000,3.74000
01-22-2025 06:49:11 PM,58100,0.00000,0,1372.10000,3.74000
01-22-2025 06:49:16 PM,58153,0.00000,0,1372.10000,3.74000
01-22-2025 06:54:13 PM,61117,0.00000,0,1372.10000,3.74000
01-22-2025 06:54:18 PM,61169,0.00000,0,1372.10000,3.74000
01-22-2025 06:57:03 PM,62824,0.00000,0,1372.10000,3.74000
01-22-2025 06:57:08 PM,62876,0.00000,0,1372.10000,3.74000
01-22-2025 06:59:54 PM,64530,0.00000,0,1372.10000,3.74000
01-22-2025 06:59:59 PM,64582,0.00000,0,1372.10000,3.74000
01-22-2025 07:02:45 PM,66237,0.00000,0,1372.10000,3.74000
01-22-2025 07:02:50 PM,66290,0.00000,0,1372.10000,3.74000
01-22-2025 07:05:35 PM,67945,0.00000,0,1372.10000,3.74000
01-22-2025 07:05:40 PM,67996,0.00000,0,1372.10000,3.74000
01-22-2025 07:08:26 PM,69648,0.00000,0,1372.10000,3.74000
01-22-2025 07:08:31 PM,69701,0.00000,0,1372.10000,3.74000
01-22-2025 07:11:16 PM,71356,0.00000,0,1372.10000,3.74000
01-22-2025 07:11:22 PM,71408,0.00000,0,1372.10000,3.74000
01-22-2025 07:14:07 PM,73063,0.00000,0,1372.10000,3.74000
01-22-2025 07:14:12 PM,73111,0.00000,0,1372.10000,3.74000
01-22-2025 07:16:42 PM,74611,0.00000,0,1372.10000,3.74000
01-22-2025 07:16:47 PM,74664,0.00000,0,1372.10000,3.74000
01-22-2025 07:16:52 PM,74713,0.00000,0,1372.10000,3.74000
01-22-2025 07:16:57 PM,74766,0.00000,0,1372.10000,3.74000
01-22-2025 07:17:02 PM,74814,0.00000,0,1372.10000,3.74000
01-22-2025 07:21:57 PM,77762,0.00000,0,1372.10000,3.74000
01-22-2025 07:22:02 PM,77815,0.00000,0,1372.10000,3.74000
01-22-2025 07:24:47 PM,79467,0.00000,0,1372.10000,3.74000
01-22-2025 07:24:53 PM,79520,0.00000,0,1372.10000,3.74000
01-22-2025 07:27:38 PM,81175,0.00000,0,1372.10000,3.74000
01-22-2025 07:27:43 PM,81226,0.00000,0,1372.10000,3.74000
01-22-2025 07:30:29 PM,82881,0.00000,0,1372.10000,3.74000
01-22-2025 07:30:34 PM,82932,0.00000,0,1372.10000,3.74000
01-22-2025 07:33:20 PM,84587,0.00000,0,1372.10000,3.74000
01-22-2025 07:33:25 PM,84638,0.00000,0,1372.10000,3.74000
01-22-2025 07:36:10 PM,86293,0.00000,0,1372.10000,3.74000
01-22-2025 07:36:15 PM,86346,0.00000,0,1372.10000,3.74000
01-22-2025 07:39:01 PM,88001,0.00000,0,1372.10000,3.74000
01-22-2025 07:39:06 PM,88049,0.00000,0,1372.10000,3.74000
01-22-2025 07:41:51 PM,89704,0.00000,0,1372.10000,3.74000
01-22-2025 07:41:56 PM,89756,0.00000,0,1372.10000,3.74000
01-22-2025 07:44:42 PM,91411,0.00000,0,1372.10000,3.74000
01-22-2025 07:44:47 PM,91463,0.00000,0,1372.10000,3.74000
01-22-2025 07:47:33 PM,93118,0.00000,0,1372.10000,3.74000
01-22-2025 07:47:38 PM,93169,0.00000,0,1372.10000,3.74000
01-22-2025 07:50:23 PM,94824,0.00000,0,1372.10000,3.74000
01-22-2025 07:50:28 PM,94876,0.00000,0,1372.10000,3.74000
01-22-2025 07:53:14 PM,96531,0.00000,0,1372.10000,3.74000
01-22-2025 07:53:19 PM,96583,0.00000,0,1372.10000,3.74000
01-22-2025 07:56:05 PM,98238,0.00000,0,1372.10000,3.74000
01-22-2025 07:56:10 PM,98289,0.00000,0,1372.10000,3.74000
01-22-2025 07:58:55 PM,99944,0.00000,0,1372.10000,3.74000
01-22-2025 07:59:00 PM,99992,0.00000,0,1372.10000,3.74000
01-22-2025 08:01:30 PM,101493,0.00000,0,1372.10000,3.74000
01-22-2025 08:01:35 PM,101546,0.00000,0,1372.10000,3.74000
01-22-2025 08:01:40 PM,101594,0.00000,0,1372.10000,3.74000
01-22-2025 08:01:46 PM,101647,0.00000,0,1372.10000,3.74000
01-22-2025 08:01:50 PM,101696,0.00000,0,1372.10000,3.74000
01-22-2025 08:06:45 PM,104644,0.00000,0,1372.10000,3.74000
01-22-2025 08:06:51 PM,104697,0.00000,0,1372.10000,3.74000
01-22-2025 08:09:36 PM,106352,0.00000,0,1372.10000,3.74000
01-22-2025 08:09:41 PM,106405,0.00000,0,1372.10000,3.74000
01-22-2025 08:12:27 PM,108060,0.00000,0,1372.10000,3.74000
01-22-2025 08:12:32 PM,108112,0.00000,0,1372.10000,3.74000
01-22-2025 08:15:18 PM,109767,0.00000,0,1372.10000,3.74000
01-22-2025 08:15:22 PM,109815,0.00000,0,1372.10000,3.74000
01-22-2025 08:18:08 PM,111473,0.00000,0,1372.10000,3.74000
01-22-2025 08:18:13 PM,111524,0.00000,0,1372.10000,3.74000
01-22-2025 08:20:59 PM,113179,0.00000,0,1372.10000,3.74000
01-22-2025 08:21:04 PM,113227,0.00000,0,1372.10000,3.74000
01-22-2025 08:23:49 PM,114882,0.00000,0,1372.10000,3.74000
01-22-2025 08:23:54 PM,114935,0.00000,0,1372.10000,3.74000
01-22-2025 08:26:40 PM,116590,0.00000,0,1372.10000,3.74000
01-22-2025 08:26:45 PM,116642,0.00000,0,1372.10000,3.74000
01-22-2025 08:29:30 PM,118297,0.00000,0,1372.10000,3.74000
01-22-2025 08:29:35 PM,118345,0.00000,0,1372.10000,3.74000
01-22-2025 08:32:06 PM,119847,0.00000,0,1372.10000,3.74000
01-22-2025 08:32:10 PM,119896,0.00000,0,1372.10000,3.74000
01-22-2025 08:32:16 PM,119949,0.00000,0,1372.10000,3.74000
01-22-2025 08:32:21 PM,119997,0.00000,0,1372.10000,3.74000
01-22-2025 08:32:26 PM,120050,0.00000,0,1372.10000,3.74000
01-22-2025 08:37:20 PM,122995,0.00000,0,1372.10000,3.74000
01-22-2025 08:37:26 PM,123048,0.00000,0,1372.10000,3.74000
01-22-2025 08:40:11 PM,124703,0.00000,0,1372.10000,3.74000
01-22-2025 08:40:16 PM,124752,0.00000,0,1372.10000,3.74000
01-22-2025 08:43:01 PM,126407,0.00000,0,1372.10000,3.74000
01-22-2025 08:43:07 PM,126460,0.00000,0,1372.10000,3.74000
01-22-2025 08:45:57 PM,128163,0.00000,0,1372.10000,3.74000
01-22-2025 08:48:43 PM,129821,0.00000,0,1372.10000,3.74000
01-22-2025 08:48:48 PM,129872,0.00000,0,1372.10000,3.74000
01-22-2025 08:51:34 PM,131527,0.00000,0,1372.10000,3.74000
01-22-2025 08:51:38 PM,131575,0.00000,0,1372.10000,3.74000
01-22-2025 08:54:24 PM,133233,0.00000,0,1372.10000,3.74000
01-22-2025 08:54:29 PM,133285,0.00000,0,1372.10000,3.74000
01-22-2025 08:57:15 PM,134939,0.00000,0,1372.10000,3.74000
01-22-2025 08:57:20 PM,134988,0.00000,0,1372.10000,3.74000
01-22-2025 09:00:05 PM,136643,0.00000,0,1372.10000,3.74000
01-22-2025 09:00:10 PM,136696,0.00000,0,1372.10000,3.74000
01-22-2025 09:02:40 PM,138193,0.00000,0,1372.10000,3.74000
01-22-2025 09:02:45 PM,138246,0.00000,0,1372.10000,3.74000
01-22-2025 09:02:50 PM,138295,0.00000,0,1372.10000,3.74000
01-22-2025 09:02:56 PM,138348,0.00000,0,1372.10000,3.74000
01-22-2025 09:03:00 PM,138396,0.00000,0,1372.10000,3.74000
01-22-2025 09:07:55 PM,141346,0.00000,0,1372.10000,3.74000
01-22-2025 09:08:01 PM,141399,0.00000,0,1372.10000,3.74000
01-22-2025 09:10:46 PM,143054,0.00000,0,1372.10000,3.74000
01-22-2025 09:10:51 PM,143102,0.00000,0,1372.10000,3.74000
01-22-2025 09:13:37 PM,144760,0.00000,0,1372.10000,3.74000
01-22-2025 09:13:42 PM,144812,0.00000,0,1372.10000,3.74000
01-22-2025 09:16:27 PM,146464,0.00000,0,1372.10000,3.74000
01-22-2025 09:16:32 PM,146516,0.00000,0,1372.10000,3.74000
01-22-2025 09:19:18 PM,148171,0.00000,0,1372.10000,3.74000
01-22-2025 09:19:23 PM,148223,0.00000,0,1372.10000,3.74000
01-22-2025 09:22:09 PM,149878,0.00000,0,1372.10000,3.74000
01-22-2025 09:22:13 PM,149927,0.00000,0,1372.10000,3.74000
01-22-2025 09:24:59 PM,151582,0.00000,0,1372.10000,3.74000
01-22-2025 09:25:04 PM,151635,0.00000,0,1372.10000,3.74000
01-22-2025 09:27:50 PM,153290,0.00000,0,1372.10000,3.74000
01-22-2025 09:27:55 PM,153338,0.00000,0,1372.10000,3.74000
01-22-2025 09:30:40 PM,154993,0.00000,0,1372.10000,3.74000
01-22-2025 09:30:46 PM,155047,0.00000,0,1372.10000,3.74000
01-22-2025 09:33:31 PM,156702,0.00000,0,1372.10000,3.74000
01-22-2025 09:33:36 PM,156750,0.00000,0,1372.10000,3.74000
01-22-2025 09:36:22 PM,158408,0.00000,0,1372.10000,3.74000
01-22-2025 09:36:27 PM,158460,0.00000,0,1372.10000,3.74000
01-22-2025 09:39:12 PM,160114,0.00000,0,1372.10000,3.74000
01-22-2025 09:39:17 PM,160163,0.00000,0,1372.10000,3.74000
01-22-2025 09:42:03 PM,161818,0.00000,0,1372.10000,3.74000
01-22-2025 09:42:08 PM,161871,0.00000,0,1372.10000,3.74000
01-22-2025 09:44:53 PM,163526,0.00000,0,1372.10000,3.74000
01-22-2025 09:44:58 PM,163575,0.00000,0,1372.10000,3.74000
01-22-2025 09:47:44 PM,165233,0.00000,0,1372.10000,3.74000
01-22-2025 09:47:49 PM,165284,0.00000,0,1372.10000,3.74000
01-22-2025 09:50:35 PM,166939,0.00000,0,1372.10000,3.74000
01-22-2025 09:50:40 PM,166987,0.00000,0,1372.10000,3.74000
01-22-2025 09:53:25 PM,168642,0.00000,0,1372.10000,3.74000
01-22-2025 09:53:30 PM,168696,0.00000,0,1372.10000,3.74000
01-22-2025 09:56:16 PM,170351,0.00000,0,1372.10000,3.74000
01-22-2025 09:56:21 PM,170399,0.00000,0,1372.10000,3.74000
01-22-2025 09:59:07 PM,172059,0.00000,0,1372.10000,3.74000
01-22-2025 09:59:12 PM,172108,0.00000,0,1372.10000,3.74000
01-22-2025 10:01:57 PM,173763,0.00000,0,1372.10000,3.74000
01-22-2025 10:02:02 PM,173816,0.00000,0,1372.10000,3.74000
01-22-2025 10:04:48 PM,175471,0.00000,0,1372.10000,3.74000
01-22-2025 10:04:53 PM,175520,0.00000,0,1372.10000,3.74000
01-22-2025 10:07:38 PM,177175,0.00000,0,1372.10000,3.74000
01-22-2025 10:07:44 PM,177228,0.00000,0,1372.10000,3.74000
01-22-2025 10:10:29 PM,178883,0.00000,0,1372.10000,3.74000
01-22-2025 10:10:34 PM,178931,0.00000,0,1372.10000,3.74000
01-22-2025 10:13:20 PM,180587,0.00000,0,1372.10000,3.74000
01-22-2025 10:13:25 PM,180640,0.00000,0,1372.10000,3.74000
01-22-2025 10:16:10 PM,182295,0.00000,0,1372.10000,3.73000
01-22-2025 10:16:16 PM,182347,0.00000,0,1372.10000,3.73000
01-22-2025 10:19:01 PM,184002,0.00000,0,1372.10000,3.73000
01-22-2025 10:19:06 PM,184050,0.00000,0,1372.10000,3.73000
01-22-2025 10:21:51 PM,185705,0.00000,0,1372.10000,3.74000
01-22-2025 10:21:57 PM,185759,0.00000,0,1372.10000,3.74000
01-22-2025 10:24:42 PM,187414,0.00000,0,1372.10000,3.73000
01-22-2025 10:24:47 PM,187465,0.00000,0,1372.10000,3.73000
01-22-2025 10:27:33 PM,189120,0.00000,0,1372.10000,3.74000
01-22-2025 10:27:38 PM,189172,0.00000,0,1372.10000,3.74000
01-22-2025 10:30:24 PM,190836,0.00000,0,1372.10000,3.74000
01-22-2025 10:30:30 PM,190887,0.00000,0,1372.10000,3.74000
01-22-2025 10:33:15 PM,192541,0.00000,0,1372.10000,3.73000
01-22-2025 10:33:20 PM,192593,0.00000,0,1372.10000,3.73000
01-22-2025 10:36:06 PM,194248,0.00000,0,1372.10000,3.74000
01-22-2025 10:36:11 PM,194297,0.00000,0,1372.10000,3.74000
01-22-2025 10:38:56 PM,195955,0.00000,0,1372.10000,3.74000
01-22-2025 10:39:01 PM,196006,0.00000,0,1372.10000,3.74000
01-22-2025 10:41:47 PM,197661,0.00000,0,1372.10000,3.74000
01-22-2025 10:41:52 PM,197710,0.00000,0,1372.10000,3.74000
01-22-2025 10:44:37 PM,199365,0.00000,0,1372.10000,3.74000
01-22-2025 10:44:43 PM,199417,0.00000,0,1372.10000,3.74000
01-22-2025 10:47:28 PM,201070,0.00000,0,1372.10000,3.73000
01-22-2025 10:47:33 PM,201123,0.00000,0,1372.10000,3.73000
01-22-2025 10:50:19 PM,202778,0.00000,0,1372.10000,3.73000
01-22-2025 10:50:23 PM,202827,0.00000,0,1372.10000,3.73000
01-22-2025 10:53:09 PM,204482,0.00000,0,1372.10000,3.74000
01-22-2025 10:53:14 PM,204534,0.00000,0,1372.10000,3.74000
01-22-2025 10:56:00 PM,206189,0.00000,0,1372.10000,3.74000
01-22-2025 10:56:05 PM,206241,0.00000,0,1372.10000,3.74000
01-22-2025 10:58:50 PM,207893,0.00000,0,1372.10000,3.74000
01-22-2025 10:58:55 PM,207946,0.00000,0,1372.10000,3.74000
01-22-2025 11:01:41 PM,209601,0.00000,0,1372.10000,3.74000
01-22-2025 11:01:46 PM,209652,0.00000,0,1372.10000,3.74000
01-22-2025 11:04:32 PM,211307,0.00000,0,1372.10000,3.73000
01-22-2025 11:04:37 PM,211359,0.00000,0,1372.10000,3.73000
01-22-2025 11:07:22 PM,213011,0.00000,0,1372.10000,3.73000
01-22-2025 11:07:27 PM,213064,0.00000,0,1372.10000,3.73000
01-22-2025 11:10:13 PM,214719,0.00000,0,1372.10000,3.73000
01-22-2025 11:10:18 PM,214770,0.00000,0,1372.10000,3.73000
01-22-2025 11:13:03 PM,216425,0.00000,0,1372.10000,3.74000
01-22-2025 11:13:08 PM,216476,0.00000,0,1372.10000,3.74000
01-22-2025 11:13:13 PM,216525,0.00000,0,1372.10000,3.74000
01-22-2025 11:13:19 PM,216578,0.00000,0,1372.10000,3.74000
01-22-2025 11:13:23 PM,216626,0.00000,0,1372.10000,3.74000
01-22-2025 11:13:29 PM,216679,0.00000,0,1372.10000,3.74000
01-22-2025 11:18:24 PM,219636,0.00000,0,1372.10000,3.73000
01-22-2025 11:18:29 PM,219684,0.00000,0,1372.10000,3.73000
01-22-2025 11:21:15 PM,221339,0.00000,0,1372.10000,3.74000
01-22-2025 11:21:20 PM,221392,0.00000,0,1372.10000,3.74000
01-22-2025 11:24:06 PM,223047,0.00000,0,1372.10000,3.73000
01-22-2025 11:24:11 PM,223099,0.00000,0,1372.10000,3.73000
01-22-2025 11:26:56 PM,224753,0.00000,0,1372.10000,3.73000
01-22-2025 11:27:01 PM,224802,0.00000,0,1372.10000,3.73000
01-22-2025 11:29:47 PM,226457,0.00000,0,1372.10000,3.74000
01-22-2025 11:29:52 PM,226510,0.00000,0,1372.10000,3.74000
01-22-2025 11:32:37 PM,228165,0.00000,0,1372.10000,3.73000
01-22-2025 11:32:42 PM,228214,0.00000,0,1372.10000,3.73000
01-22-2025 11:35:28 PM,229872,0.00000,0,1372.10000,3.74000
01-22-2025 11:35:33 PM,229920,0.00000,0,1372.10000,3.74000
01-22-2025 11:38:18 PM,231575,0.00000,0,1372.10000,3.73000
01-22-2025 11:38:24 PM,231628,0.00000,0,1372.10000,3.73000
01-22-2025 11:41:09 PM,233283,0.00000,0,1372.10000,3.74000
01-22-2025 11:41:14 PM,233335,0.00000,0,1372.10000,3.74000
01-22-2025 11:44:00 PM,234989,0.00000,0,1372.10000,3.73000
01-22-2025 11:44:05 PM,235040,0.00000,0,1372.10000,3.73000
01-22-2025 11:46:50 PM,236695,0.00000,0,1372.10000,3.73000
01-22-2025 11:46:56 PM,236747,0.00000,0,1372.10000,3.73000
01-22-2025 11:49:41 PM,238401,0.00000,0,1372.10000,3.73000
01-22-2025 11:49:46 PM,238453,0.00000,0,1372.10000,3.73000
01-22-2025 11:52:32 PM,240108,0.00000,0,1372.10000,3.73000
01-22-2025 11:52:37 PM,240160,0.00000,0,1372.10000,3.73000
01-22-2025 11:55:22 PM,241814,0.00000,0,1372.10000,3.73000
01-22-2025 11:55:27 PM,241866,0.00000,0,1372.10000,3.73000
01-22-2025 11:58:13 PM,243521,0.00000,0,1372.10000,3.73000
01-22-2025 11:58:18 PM,243572,0.00000,0,1372.10000,3.73000
01-23-2025 12:01:04 AM,245228,0.00000,0,1372.10000,3.73000
01-23-2025 12:01:09 AM,245279,0.00000,0,1372.10000,3.73000
01-23-2025 12:03:54 AM,246934,0.00000,0,1372.10000,3.73000
01-23-2025 12:03:59 AM,246986,0.00000,0,1372.10000,3.73000
01-23-2025 12:06:45 AM,248638,0.00000,0,1372.10000,3.73000
01-23-2025 12:06:50 AM,248691,0.00000,0,1372.10000,3.73000
01-23-2025 12:09:35 AM,250346,0.00000,0,1372.10000,3.73000
01-23-2025 12:09:41 AM,250397,0.00000,0,1372.10000,3.73000
01-23-2025 12:12:26 AM,252052,0.00000,0,1372.10000,3.73000
01-23-2025 12:12:31 AM,252103,0.00000,0,1372.10000,3.73000
01-23-2025 12:15:17 AM,253758,0.00000,0,1372.10000,3.74000
01-23-2025 12:15:22 AM,253809,0.00000,0,1372.10000,3.74000
01-23-2025 12:18:07 AM,255461,0.00000,0,1372.10000,3.73000
01-23-2025 12:18:12 AM,255514,0.00000,0,1372.10000,3.73000
01-23-2025 12:20:58 AM,257169,0.00000,0,1372.10000,3.73000
01-23-2025 12:21:03 AM,257221,0.00000,0,1372.10000,3.73000
01-23-2025 12:23:48 AM,258876,0.00000,0,1372.10000,3.73000
01-23-2025 12:23:54 AM,258928,0.00000,0,1372.10000,3.73000
01-23-2025 12:26:39 AM,260582,0.00000,0,1372.10000,3.73000
01-23-2025 12:26:44 AM,260634,0.00000,0,1372.10000,3.73000
01-23-2025 12:29:30 AM,262289,0.00000,0,1372.10000,3.73000
01-23-2025 12:29:35 AM,262340,0.00000,0,1372.10000,3.73000
01-23-2025 12:32:20 AM,263995,0.00000,0,1372.10000,3.73000
01-23-2025 12:32:25 AM,264043,0.00000,0,1372.10000,3.73000
01-23-2025 12:35:11 AM,265701,0.00000,0,1372.10000,3.73000
01-23-2025 12:38:02 AM,267408,0.00000,0,1372.10000,3.73000
01-23-2025 12:38:06 AM,267456,0.00000,0,1372.10000,3.73000
01-23-2025 12:40:52 AM,269111,0.00000,0,1372.10000,3.73000
01-23-2025 12:40:57 AM,269164,0.00000,0,1372.10000,3.73000
01-23-2025 12:43:43 AM,270819,0.00000,0,1372.10000,3.73000
01-23-2025 12:43:48 AM,270867,0.00000,0,1372.10000,3.73000
01-23-2025 12:46:33 AM,272523,0.00000,0,1372.10000,3.73000
01-23-2025 12:46:38 AM,272576,0.00000,0,1372.10000,3.73000
01-23-2025 12:49:24 AM,274231,0.00000,0,1372.10000,3.73000
01-23-2025 12:49:29 AM,274282,0.00000,0,1372.10000,3.73000
01-23-2025 12:52:15 AM,275937,0.00000,0,1372.10000,3.73000
01-23-2025 12:52:20 AM,275988,0.00000,0,1372.10000,3.73000
01-23-2025 12:55:05 AM,277643,0.00000,0,1372.10000,3.73000
01-23-2025 12:55:10 AM,277695,0.00000,0,1372.10000,3.73000
01-23-2025 12:57:56 AM,279347,0.00000,0,1372.10000,3.73000
01-23-2025 12:58:01 AM,279400,0.00000,0,1372.10000,3.73000
01-23-2025 01:00:47 AM,281065,0.00000,0,1372.10000,3.73000
01-23-2025 01:00:52 AM,281116,0.00000,0,1372.10000,3.73000
01-23-2025 01:03:38 AM,282768,0.00000,0,1372.10000,3.73000
01-23-2025 01:03:43 AM,282821,0.00000,0,1372.10000,3.73000
01-23-2025 01:06:28 AM,284476,0.00000,0,1372.10000,3.73000
01-23-2025 01:06:34 AM,284528,0.00000,0,1372.10000,3.73000
01-23-2025 01:09:19 AM,286180,0.00000,0,1372.10000,3.73000
01-23-2025 01:09:24 AM,286233,0.00000,0,1372.10000,3.73000
01-23-2025 01:12:10 AM,287888,0.00000,0,1372.10000,3.73000
01-23-2025 01:12:15 AM,287940,0.00000,0,1372.10000,3.73000
01-23-2025 01:15:00 AM,289595,0.00000,0,1372.10000,3.73000
01-23-2025 01:15:05 AM,289646,0.00000,0,1372.10000,3.73000
01-23-2025 01:17:51 AM,291301,0.00000,0,1372.10000,3.73000
01-23-2025 01:17:56 AM,291352,0.00000,0,1372.10000,3.73000
01-23-2025 01:20:42 AM,293007,0.00000,0,1372.10000,3.73000
01-23-2025 01:20:47 AM,293059,0.00000,0,1372.10000,3.73000
01-23-2025 01:23:32 AM,294711,0.00000,0,1372.10000,3.73000
01-23-2025 01:23:37 AM,294764,0.00000,0,1372.10000,3.73000
01-23-2025 01:26:23 AM,296419,0.00000,0,1372.10000,3.73000
01-23-2025 01:26:28 AM,296470,0.00000,0,1372.10000,3.73000
01-23-2025 01:29:13 AM,298125,0.00000,0,1372.10000,3.73000
01-23-2025 01:29:19 AM,298177,0.00000,0,1372.10000,3.73000
01-23-2025 01:32:04 AM,299831,0.00000,0,1372.10000,3.73000
